"pop_est","continent","country","geometry"
31304016,"South America","Venezuela","POLYGON ((-60.7335741848 5.20027720786, -60.6011791653 4.91809804933, -60.9668932766 4.53646759686, -62.0854296536 4.16212352133, -62.8045330471 4.00696503338, -63.0931975979 3.77057119386, -63.8883428616 4.02053009685, -64.6286594306 4.14848094321, -64.8160640123 4.0564452173, -64.3684944322 3.79721039471, -64.4088278876 3.12678620037, -64.2699991523 2.49700552003, -63.4228673977 2.41106761312, -63.3687880113 2.20089956299, -64.0830854967 1.91636912679, -64.1993057929 1.49285492595, -64.611011929 1.32873057699, -65.3547133043 1.09528229411, -65.5482673814 0.789254462076, -66.3257651435 0.724452215982, -66.8763258531 1.25336050049, -67.1812943183 2.25063812907, -67.4470920478 2.60028086996, -67.8099381171 2.82065501547, -67.3031731839 3.31845408774, -67.3375638495 3.54234223064, -67.6218359036 3.83948171632, -67.8230122545 4.50393728273, -67.7446966214 5.22112864829, -67.5215319485 5.55687042889, -67.341439582 6.09546804445, -67.6950872464 6.26731802004, -68.2650524563 6.15326813397, -68.9853185696 6.20680491783, -69.3894799466 6.0998605412, -70.0933129544 6.96037649172, -70.674233568 7.08778473554, -71.9601757473 6.99161489504, -72.1983524238 7.34043081301, -72.4444872708 7.4237848983, -72.4796789212 7.63250600833, -72.3609006416 8.00263845462, -72.4398622301 8.40527537682, -72.6604947578 8.6252877873, -72.7887298245 9.08502716719, -73.3049515449 9.15199982344, -73.0276041328 9.73677033125, -72.9052860175 10.4503443466, -72.6146577623 10.8219754094, -72.2275754462 11.108702094, -71.9739216783 11.6086715764, -71.331583625 11.7762840845, -71.3600056627 11.5399935979, -71.9470499335 11.4232823755, -71.6208682929 10.9694599471, -71.6330639309 10.4464944523, -72.074173957 9.86565135339, -71.6956440904 9.07226308841, -71.2645592923 9.13719452559, -71.0399993557 9.85999278405, -71.3500837877 10.2119351262, -71.4006233385 10.968969021, -70.1552988349 11.3754816757, -70.2938433499 11.8468224146, -69.943244595 12.1623070337, -69.5843000963 11.4596109074, -68.8829992337 11.4433845077, -68.2332714505 10.8857441268, -68.194126553 10.5546532251, -67.2962485419 10.5458682316, -66.2278641425 10.6486268173, -65.6552375963 10.200798855, -64.8904522366 10.0772146672, -64.3294787258 10.3895987004, -64.3180065579 10.641417955, -63.0793224758 10.7017243514, -61.880946011 10.7156253117, -62.7301189846 10.420268663, -62.388511929 9.94820445397, -61.5887674628 9.87306692142, -60.8305966864 9.38133982995, -60.6712524075 8.58017426191, -60.1500955878 8.60275686282, -59.7582848782 8.36703481692, -60.5505879381 7.77960297285, -60.6379727851 7.41499990481, -60.2956680976 7.04391144452, -60.5439991929 6.85658437746, -61.1593363105 6.69607737877, -61.1394150458 6.23429677981, -61.4103029039 5.95906810142, -60.7335741848 5.20027720786))"
39570125,"Africa","Uganda","POLYGON ((33.9037111971 -0.95, 31.86617 -1.02736, 30.76986 -1.01455, 30.419104852 -1.13465911215, 29.821518589 -1.44332244223, 29.5794661801 -1.34131316489, 29.5878377622 -0.587405694179, 29.8195032081 -0.205310153813, 29.8757788429 0.597379868976, 30.0861535988 1.06231273031, 30.4685075213 1.58380544678, 30.8526701189 1.84939647054, 31.1741492042 2.20446523682, 30.7733467954 2.33988332764, 30.8338598976 3.50916596111, 30.8338524217 3.50917160422, 31.24556 3.7819, 31.88145 3.55827, 32.68642 3.79232, 33.39 3.79, 34.005 4.24988494736, 34.47913 3.5556, 34.59607 3.05374, 35.03599 1.90584, 34.6721 1.17694, 34.18 0.515, 33.8935689697 0.109813537862, 33.9037111971 -0.95))"
80594017,"Europe","Germany","POLYGON ((14.1196863135 53.7570291205, 14.3533154639 53.2481712917, 14.0745211117 52.9812625189, 14.437599725 52.6248501654, 14.6850264828 52.0899474148, 14.6070984229 51.7451880967, 15.0169958839 51.1066740993, 14.5707182146 51.0023393825, 14.3070133806 51.1172677679, 14.0562276547 50.9269176296, 13.3381319516 50.7332343614, 12.9668367855 50.4840764431, 12.2401111182 50.2663377956, 12.4151908708 49.9691207953, 12.5210242042 49.5474152696, 13.031328973 49.307068183, 13.5959456723 48.8771719427, 13.2433573747 48.4161148138, 12.8841028174 48.2891458197, 13.0258512712 47.6375835231, 12.9326269874 47.4676455755, 12.6207597185 47.6723876003, 12.1413574561 47.7030834011, 11.4264140154 47.523766181, 10.5445040219 47.5663992377, 10.4020837745 47.3024876979, 9.89606814946 47.5801968451, 9.59422610845 47.5250580918, 8.52261193201 47.8308275417, 8.31730146651 47.6135798203, 7.46675906742 47.6205819769, 7.59367638513 48.3330191107, 8.09927859867 49.017783515, 6.65822960778 49.2019583197, 6.18632042809 49.4638028021, 6.24275109216 49.9022256537, 6.04307335778 50.1280516628, 6.15665815596 50.803721015, 5.98865807458 51.851615709, 6.58939659997 51.8520291205, 6.84286950036 52.2284402533, 7.09205325687 53.1440432806, 6.90513960127 53.4821621771, 7.10042483891 53.6939321967, 7.93623945479 53.7482958034, 8.12170617029 53.5277924668, 8.8007344906 54.0207856309, 8.57211795415 54.3956464708, 8.52622928227 54.9627436387, 9.28204878097 54.8308653835, 9.92190636561 54.983104153, 9.93957970545 54.5966419542, 10.9501123389 54.3636070827, 10.9394669939 54.0086933458, 11.9562524756 54.1964855007, 12.5184403825 54.4703705918, 13.6474670753 54.0755109727, 14.1196863135 53.7570291205))"
96160163,"Asia","Vietnam","POLYGON ((104.334334751 10.4865436874, 105.199914992 10.8893098007, 106.249670038 10.9618118352, 105.810523716 11.5676146509, 107.491403029 12.3372059188, 107.614547968 13.5355307072, 107.382727492 14.2024409042, 107.564525181 15.2021731633, 107.312705927 15.9085383163, 106.556007928 16.6042839625, 105.92576216 17.4853154566, 105.094598423 18.6669745956, 103.896532017 19.2651809758, 104.183387893 19.6246680771, 104.822573684 19.8866417506, 104.435000442 20.7587332219, 103.203861119 20.7665622014, 102.754896275 21.675137234, 102.170435826 22.4647531194, 102.706992222 22.7087950709, 103.504514602 22.7037566187, 104.476858352 22.819150092, 105.329209426 23.3520633001, 105.811247186 22.9768924016, 106.725403274 22.7942678899, 106.567273391 22.2182048609, 107.043420038 21.811898912, 108.050180292 21.5523798691, 106.715067987 20.6968506943, 105.881682164 19.7520504827, 105.66200565 19.0581651881, 106.426816848 18.0041209986, 107.361953567 16.6974565699, 108.26949507 16.0797423365, 108.877106561 15.2766905787, 109.33526981 13.4260283472, 109.20013594 11.6668592391, 108.366129999 11.0083206242, 107.220928583 10.3644839543, 106.405112746 9.53083974857, 105.158263788 8.59975962975, 104.795185175 9.24103831628, 105.076201613 9.91849050541, 104.334334751 10.4865436874))"
105350020,"Africa","Ethiopia","POLYGON ((47.78942 8.003, 44.9636 5.00162, 43.66087 4.95755, 42.76967 4.25259, 42.12861 4.23413, 41.8550830926 3.91891192048, 41.1718 3.91909, 40.76848 4.25702, 39.85494 3.83879, 39.5593842588 3.42206, 38.89251 3.50074, 38.67114 3.61607, 38.43697 3.58851, 38.120915 3.598605, 36.855093238 4.44786412767, 36.1590786329 4.44786412767, 35.8174476624 4.77696566346, 35.8174476624 5.33823208279, 35.2980071182 5.506, 34.70702 6.59422, 34.25032 6.82607, 34.0751 7.22595, 33.56829 7.71334, 32.95418 7.78497, 33.2948 8.35458, 33.8255 8.37916, 33.97498 8.68456, 33.96162 9.58358, 34.25745 10.63009, 34.73115 10.91017, 34.83163 11.31896, 35.26049 12.08286, 35.86363 12.57828, 36.27022 13.56333, 36.42951 14.42211, 37.59377 14.2131, 37.90607 14.95943, 38.51295 14.50547, 39.0994 14.74064, 39.34061 14.53155, 40.02625 14.51959, 40.8966 14.11864, 41.1552 13.77333, 41.59856 13.45209, 42.00975 12.86582, 42.35156 12.54223, 42 12.1, 41.66176 11.6312, 41.73959 11.35511, 41.75557 11.05091, 42.31414 11.0342, 42.55493 11.10511, 42.776851841 10.9268785669, 42.55876 10.57258, 42.92812 10.02194, 43.29699 9.54048, 43.67875 9.18358, 46.94834 7.99688, 47.78942 8.003))"
1281935911,"Asia","India","POLYGON ((97.3271138855 28.2615827499, 97.4025614766 27.8825361191, 97.05198856 27.6990589462, 97.133999058 27.0837735051, 96.4193656759 27.2645893417, 95.1247676941 26.5735720891, 95.1551534363 26.0013072779, 94.6032491394 25.162495429, 94.5526579122 24.6752383489, 94.1067419779 23.8507408717, 93.3251876159 24.0785564234, 93.2863269389 23.0436583521, 93.060294224 22.7031106633, 93.1661275573 22.278459581, 92.6727209818 22.0412389185, 92.1460347839 23.6274986842, 91.8699276062 23.6243464218, 91.7064750508 22.9852639836, 91.1589632507 23.5035269231, 91.4677299336 24.0726394719, 91.915092808 24.1304137232, 92.3762016133 24.9766928167, 91.7995959818 25.147431749, 90.8722107279 25.1326006129, 89.9206925801 25.2697498642, 89.8324809102 25.9650820989, 89.3550940287 26.0144072535, 88.5630493509 26.4465255803, 88.2097892598 25.7680657008, 88.9315539896 25.2386923284, 88.3063725118 24.8660794133, 88.0844222351 24.5016572128, 88.6999402201 24.2337149114, 88.5297697286 23.6311418726, 88.8763118835 22.8791464299, 89.0319612976 22.0557083196, 88.8887659037 21.6905884872, 88.208497349 21.7031716985, 86.9757043802 21.4955616318, 87.0331685729 20.7433078069, 86.4993510274 20.1516384954, 85.0602657409 19.478578803, 83.9410058939 18.3020097925, 83.1892171569 17.6712214218, 82.1927921895 17.0166360539, 82.1912418965 16.5566641301, 81.6927193542 16.3102192245, 80.7919991393 15.9519723576, 80.3248958678 15.8991848821, 80.0250692077 15.1364149032, 80.2332735534 13.8357707789, 80.2862935729 13.0062606877, 79.8625468281 12.0562153182, 79.8579993021 10.357275092, 79.3405115091 10.3088542749, 78.8853454935 9.54613597253, 79.1897196797 9.21654368737, 78.2779407083 8.93304677982, 77.9411653991 8.25295909264, 77.5398979023 7.96553477623, 76.592978957 8.89927623131, 76.1300614766 10.2996300318, 75.7464673196 11.3082506372, 75.3961011087 11.781245022, 74.8648157083 12.7419357365, 74.6167171569 13.9925829126, 74.4438594909 14.617221788, 73.5341992532 15.9906521672, 73.1199092955 17.9285700546, 72.8209094583 19.2082335474, 72.8244751321 20.4195032821, 72.6305334817 21.3560094264, 71.175273472 20.7574413111, 70.4704586119 20.877330634, 69.16413008 22.0892980006, 69.6449276061 22.4507746445, 69.3495967955 22.8431796331, 68.1766451354 23.6919650335, 68.8425993183 24.3591336126, 71.0432401875 24.3565239527, 70.8446993346 25.215102037, 70.2828731627 25.7222287053, 70.1689266295 26.4918716497, 69.5143929381 26.9409656845, 70.6164962096 27.9891962753, 71.7776656432 27.9131802434, 72.8237516621 28.9615917018, 73.4506384622 29.9764134791, 74.4213802428 30.9798147649, 74.4059289896 31.692639472, 75.2586417988 32.271105455, 74.4515592793 32.7648996038, 74.1042936543 33.4414732936, 73.7499483581 34.3176988795, 74.2402026712 34.7488870306, 75.7570609883 34.5049225937, 76.8717216328 34.653544013, 77.8374507995 35.4940095078, 78.9122689147 34.321936347, 78.8110864603 33.506198025, 79.2088916361 32.9943946396, 79.176128778 32.4837798121, 78.4584464863 32.6181643743, 78.7388944844 31.5159060735, 79.7213668151 30.8827147487, 81.111256138 30.1834809433, 80.4767212259 29.7298652207, 80.0884245137 28.7944701197, 81.0572025899 28.4160952825, 81.9999874206 27.9254792343, 83.3042488952 27.3645057236, 84.6750179382 27.2349012314, 85.251778599 26.7261984319, 86.0243929382 26.6309846054, 87.2274719584 26.3978980576, 88.0602376647 26.4146153834, 88.1748043151 26.8104051783, 88.0431327657 27.4458185898, 88.1204407084 27.8765416529, 88.7303259623 28.0868647324, 88.8142484883 27.2993159042, 88.8356425313 27.0989663762, 89.7445276224 26.7194029811, 90.3732747741 26.8757241887, 91.2175126485 26.8086481796, 92.0334835144 26.8383104518, 92.1037117859 27.4526140406, 91.6966565287 27.7717418483, 92.503118931 27.896876329, 93.4133476094 28.6406293808, 94.5659904317 29.2774380559, 95.4048022807 29.0317166204, 96.1176786641 29.4528020289, 96.5865906107 28.8309795192, 96.2488334493 28.4110309921, 97.3271138855 28.2615827499))"
443593,"Asia","Brunei","POLYGON ((115.450710484 5.44772980389, 115.405700311 4.95522756593, 115.347460972 4.31663605389, 114.869557326 4.34831370688, 114.659595982 4.007636827, 114.204016555 4.52587392824, 114.599961379 4.90001129803, 115.450710484 5.44772980389))"
594130,"Europe","Luxembourg","POLYGON ((6.04307335778 50.1280516628, 6.24275109216 49.9022256537, 6.18632042809 49.4638028021, 5.89775923018 49.4426671413, 5.67405195478 49.5294835476, 5.7824174333 50.0903278672, 6.04307335778 50.1280516628))"
865267,"Africa","Djibouti","POLYGON ((42.35156 12.54223, 42.7796423683 12.4554157577, 43.0812260272 12.6996385767, 43.3178524107 12.3901484237, 43.2863814634 11.9749282902, 42.7158736509 11.7356405705, 43.1453048032 11.4620396997, 42.776851841 10.9268785669, 42.55493 11.10511, 42.31414 11.0342, 41.75557 11.05091, 41.73959 11.35511, 41.66176 11.6312, 42 12.1, 42.35156 12.54223))"
1291358,"Asia","Timor-Leste","POLYGON ((124.968682489 -8.8927902157, 125.086246373 -8.65688730228, 125.947072382 -8.43209482182, 126.644704218 -8.39824675866, 126.95724328 -8.27334482181, 127.335928176 -8.39731658288, 126.967991978 -8.66825611739, 125.925885044 -9.10600717533, 125.088520136 -9.39317310958, 125.070019973 -9.08998748132, 124.968682489 -8.8927902157))"
1467152,"Africa","eSwatini","POLYGON ((32.0716654803 -26.7338200823, 31.8680603371 -27.1779273414, 31.2827730649 -27.2858794085, 30.6859619484 -26.7438453102, 30.6766085141 -26.3980783017, 30.9496667824 -26.0226490211, 31.0440796242 -25.7314523251, 31.3331575864 -25.660190525, 31.8377779477 -25.8433318011, 31.9857792498 -26.2917798805, 32.0716654803 -26.7338200823))"
1792338,"Africa","Guinea-Bissau","POLYGON ((-16.6774519516 12.3848515894, -16.1477168441 12.5477615422, -15.816574266 12.5155671249, -15.5484769353 12.6281700708, -13.7004760401 12.5861829696, -13.7187436589 12.2471855738, -13.8282718571 12.1426441512, -13.7431607732 11.8112690292, -13.9007997299 11.6787189803, -14.1214064193 11.6771170109, -14.3821915349 11.5092719589, -14.6856872217 11.5278237981, -15.1303112452 11.0404116887, -15.6641804672 11.4584740259, -16.0852141993 11.524594021, -16.3147867497 11.8065147974, -16.3089473129 11.9587018905, -16.6138382634 12.1709111597, -16.6774519516 12.3848515894))"
1958042,"Africa","Lesotho","POLYGON ((28.9782625669 -28.9555966123, 29.3251664568 -29.2573869768, 29.0184151547 -29.7437655576, 28.8483996925 -30.0700505511, 28.2910693702 -30.2262167295, 28.1072046241 -30.5457321103, 27.749397007 -30.6451058896, 26.9992619158 -29.8759538714, 27.5325110206 -29.2427108701, 28.0743384132 -28.8514686012, 28.5417000669 -28.6475017229, 28.9782625669 -28.9555966123))"
2484780,"Africa","Namibia","POLYGON ((19.8957678565 -24.7677902158, 19.8947343279 -28.4611048317, 19.0021273129 -28.9724431292, 18.4648991228 -29.045461928, 17.8361519711 -28.8563778623, 17.387497186 -28.7835140927, 17.2189286638 -28.3559432919, 16.8240173682 -28.0821615537, 16.3449768409 -28.5767050107, 15.6018180681 -27.821247247, 15.2104724464 -27.0909559059, 14.9897107276 -26.1173719215, 14.7432141456 -25.3929200172, 14.4081441586 -23.8530140113, 14.385716587 -22.6566529273, 14.2577140642 -22.1112081845, 13.8686422055 -21.6990369605, 13.3524979997 -20.8728341611, 12.8268453305 -19.6731657854, 12.6085640805 -19.0453488095, 11.794918654 -18.0691293271, 11.7341988461 -17.3018893368, 12.21546146 -17.1116683896, 12.8140812517 -16.9413428687, 13.4623620948 -16.9712118466, 14.0585014177 -17.4233806291, 14.2097066586 -17.3531006812, 18.2633093604 -17.3099508603, 18.9561869646 -17.7890947405, 21.377176141 -17.9306364885, 23.2150484555 -17.5231161435, 24.0338615252 -17.2958431942, 24.682349074 -17.3534107398, 25.076950311 -17.5788233375, 25.0844433937 -17.6618156877, 24.5207051938 -17.8871249325, 24.2173645362 -17.8893470191, 23.5790055681 -18.2812610816, 23.1968583513 -17.8690381812, 21.6550403175 -18.21914601, 20.9106413103 -18.2522189267, 20.8811340675 -21.814327081, 19.8954577979 -21.8491569963, 19.8957678565 -24.7677902158))"
3045191,"Asia","Armenia","POLYGON ((46.5057198423 38.7706053737, 46.1436230812 38.7412014837, 45.7353792661 39.3197191432, 45.7399784686 39.4739991318, 45.2981449725 39.471751207, 45.0019873391 39.740003567, 44.7939896991 39.7130026312, 44.4000085793 40.0050003118, 43.656436395 40.2535639512, 43.752657912 40.7402009141, 43.5827458026 41.0921432562, 44.9724800962 41.2481285671, 45.179495884 40.9853539089, 45.56035119 40.8122895371, 45.3591748391 40.5615038112, 45.8919071796 40.2184756536, 45.6100122414 39.8999938014, 46.0345341327 39.6280207383, 46.4834989764 39.4641547715, 46.5057198423 38.7706053737))"
3068243,"Asia","Mongolia","POLYGON ((87.7512642761 49.2971979844, 88.8055668477 49.4705207383, 90.7136674336 50.3318118353, 92.2347115417 50.802170722, 93.10421 50.49529, 94.1475663594 50.4805366075, 94.8159493347 50.013433336, 95.81402 49.97746, 97.25976 49.72605, 98.2317615092 50.4224006211, 97.8257397807 51.0109951849, 98.8614905131 52.0473660345, 99.9817322123 51.6340062526, 100.889480422 51.5168557806, 102.06521 51.25991, 102.25589 50.51056, 103.676545445 50.0899661322, 104.62158 50.27532, 105.886591425 50.4060191921, 106.888804152 50.2742959662, 107.868175897 49.7937051459, 108.475167271 49.2825477159, 109.402449172 49.292960517, 110.662010533 49.1301280788, 111.58123091 49.3779682481, 112.897739699 49.5435653754, 114.362456496 50.2483027207, 114.962109817 50.1402473008, 115.485695429 49.8051773138, 116.678800897 49.8885313991, 116.191802199 49.1345980902, 115.485282017 48.1353825954, 115.742837356 47.7265445013, 116.308952671 47.8534101426, 117.29550744 47.6977090521, 118.064142694 48.0667304551, 118.866574335 47.7470600449, 119.772823928 47.0480587836, 119.663269891 46.6926799587, 118.8743258 46.8054120957, 117.421701288 46.6727328558, 116.71786828 46.3882024196, 115.98509647 45.7272350124, 114.460331659 45.3398167995, 113.463906692 44.8088931341, 112.436062453 45.0116456162, 111.873306106 45.1020793727, 111.348376906 44.4574417181, 111.667737258 44.0731757676, 111.829587844 43.7431183945, 111.129682245 43.4068340114, 110.412103306 42.8712336289, 109.243595819 42.5194463161, 107.744772577 42.4815158148, 106.129315627 42.1343277044, 104.964993931 41.5974095729, 104.522281936 41.908346666, 103.312278274 41.9074681667, 101.833040399 42.5148729518, 100.845865513 42.6638044297, 99.5158174988 42.524691474, 97.4517574402 42.7488896755, 96.3493957865 42.7256352809, 95.7624548686 43.3194491644, 95.3068754415 44.2413308783, 94.6889286641 44.3523318548, 93.4807336771 44.9754721136, 92.1338908223 45.1150759955, 90.9455395853 45.2860733099, 90.5857682637 45.7197160915, 90.9708093607 46.8881460638, 90.2808256368 47.6935490993, 88.8542977233 48.0690817328, 88.0138322286 48.5994627956, 87.7512642761 49.2971979844))"
3474121,"Europe","Moldova","POLYGON ((26.6193367856 48.2207262233, 26.8578235206 48.3682107611, 27.5225374692 48.4671194525, 28.2595467465 48.1555622422, 28.6708911476 48.1181485052, 29.1226981951 47.8490951605, 29.0508679542 47.5102269558, 29.4151351255 47.3466452093, 29.5596741066 46.9285828721, 29.9088517596 46.6743606634, 29.8382100766 46.5253258327, 30.0246586443 46.4239366725, 29.7599719581 46.3499876979, 29.1706539243 46.3792623968, 29.0721069679 46.5176777207, 28.8629724464 46.4378893093, 28.9337174822 46.2588304714, 28.6599874204 45.9399868841, 28.4852694028 45.5969070501, 28.2335535011 45.4882831895, 28.0544429868 45.9445860866, 28.1600179379 46.3715626084, 28.1280302264 46.8104763861, 27.5511662127 47.4051170925, 27.2338729184 47.8267709418, 26.9241760597 48.123264472, 26.6193367856 48.2207262233))"
3753142,"North America","Panama","POLYGON ((-77.3533607653 8.67050466556, -77.4747228665 8.52428620039, -77.2425664944 7.93527822513, -77.4311079577 7.6380612248, -77.7534138659 7.70983978925, -77.8815714179 7.22377126711, -78.2149360827 7.51225495038, -78.4291607327 8.05204112389, -78.1820957099 8.31918244062, -78.4354652575 8.38770538984, -78.6221205309 8.71812449792, -79.1203071764 8.99609202721, -79.5578773668 8.9323749862, -79.7605781725 8.58451508222, -80.1644811673 8.33331594485, -80.3826590644 8.29840851484, -80.4806892565 8.090307522, -80.0036899482 7.54752411542, -80.2766707018 7.41975413658, -80.4211580065 7.27157196698, -80.8864009264 7.2205414901, -81.0595428128 7.81792104739, -81.1897157458 7.64790558515, -81.5195147366 7.70661001223, -81.7213112047 8.10896271406, -82.1314412096 8.17539276777, -82.3909344144 8.29236237226, -82.8200813464 8.29086375573, -82.8509580146 8.0738227401, -82.9657830472 8.22502798099, -82.9131764391 8.42351715742, -82.8297706774 8.62629547773, -82.8686571927 8.80726634362, -82.7191831123 8.92570872643, -82.9271549141 9.0743301457, -82.932890998 9.47681203861, -82.5461962552 9.56613475182, -82.1871225654 9.20744863529, -82.2075864326 8.99557526289, -81.8085668607 8.9506167668, -81.7141540189 9.03195547122, -81.4392870755 8.78623403568, -80.9473016019 8.85850352624, -80.5219012113 9.11107208906, -79.914599779 9.3127652043, -79.5733027819 9.61161001224, -79.0211917793 9.55293142337, -79.058450487 9.45456533451, -78.5008876207 9.42045888919, -78.0559277005 9.24773041426, -77.7295135159 8.94684438724, -77.3533607653 8.67050466556))"
3758571,"Africa","Mauritania","POLYGON ((-17.0634232243 20.9997521021, -16.8451936508 21.3333234726, -12.9291019353 21.3270706243, -13.1187544418 22.7712202011, -12.8742215642 23.2848322616, -11.9372244939 23.3745942245, -11.9694189112 25.9333527695, -8.68729366702 25.88105622, -8.68439978681 27.3957441269, -4.92333736817 24.9745740829, -6.45378658693 24.9565906845, -5.97112870932 20.6408334416, -5.48852250815 16.325102037, -5.31527726889 16.201853746, -5.53774430991 15.5016897649, -9.55023840986 15.4864968938, -9.7002550928 15.2641073674, -10.0868464828 15.3304857447, -10.6507913884 15.1327458765, -11.3490950179 15.4112560084, -11.6660782536 15.3882083196, -11.8342075261 14.7990969914, -12.1707502914 14.6168342147, -12.8306583317 15.3036915145, -13.4357376775 16.0393830429, -14.0995214502 16.304302273, -14.5773475814 16.5982636581, -15.1357372706 16.5872824162, -15.6236661443 16.369337063, -16.12069007 16.4556625432, -16.4630981104 16.135036119, -16.5497078109 16.6738921168, -16.2705517237 17.1669627955, -16.1463474187 18.1084815536, -16.2568833073 19.0967158066, -16.3776511296 19.593817247, -16.2778381006 20.0925206568, -16.536323615 20.5678663193, -17.0634232243 20.9997521021))"
5789122,"Asia","Kyrgyzstan","POLYGON ((70.9623148945 42.2661542832, 71.1862805521 42.7042929144, 71.8446382995 42.8453954128, 73.4897575215 42.5008944769, 73.6453035827 43.0912718776, 74.2128658385 43.2983393418, 75.6369649596 42.8778998887, 76.0003536315 42.9880223659, 77.6583919616 42.9606855332, 79.142177362 42.8560924342, 79.6436454609 42.4966828477, 80.2599902689 42.3499992946, 80.1194303731 42.1239407415, 78.5436609232 41.58224254, 78.1871968932 41.1853158636, 76.9044844909 41.0664859075, 76.5263680358 40.4279460719, 75.4678279967 40.5620722519, 74.7768624206 40.3664252793, 73.8222436868 39.8939734971, 73.9600130553 39.6600084499, 73.6753792663 39.4312368841, 71.784693638 39.2794632025, 70.5491618183 39.604197903, 69.464886916 39.5266832545, 69.5596098164 40.1032113714, 70.6480188333 39.9357538926, 71.0141980325 40.2443655462, 71.7748751159 40.1458444281, 73.055417108 40.8660330267, 71.8701147806 41.3929000921, 71.1578585143 41.1435871445, 70.420022414 41.5199982773, 71.2592476744 42.1677106797, 70.9623148945 42.2661542832))"
7965055,"Africa","Togo","POLYGON ((0.899563022474 10.9973393824, 0.772335646171 10.4708082137, 1.07779503745 10.1756065943, 1.42506066245 9.82539541263, 1.46304284018 9.33462433516, 1.66447757326 9.12859039961, 1.61895063641 6.83203807213, 1.86524051271 6.14215770103, 1.0601216976 5.92883738853, 0.836931186536 6.27997874595, 0.570384148775 6.91435862877, 0.490957472342 7.41174428958, 0.712029249687 8.31246450442, 0.461191847342 8.67722260176, 0.365900506196 9.46500397383, 0.367579990245 10.1912128768, -0.0497847151599 10.7069178329, 0.0238025244237 11.0186817489, 0.899563022474 10.9973393824))"
8236303,"Europe","Switzerland","POLYGON ((9.59422610845 47.5250580918, 9.63293175623 47.3476012233, 9.47996951665 47.1028099636, 9.9324483578 46.9207280544, 10.4427014502 46.893546251, 10.3633781267 46.4835712754, 9.92283654139 46.3148994004, 9.1828817074 46.4402147487, 8.96630577967 46.0369318711, 8.4899524268 46.0051508653, 8.31662967289 46.1636424831, 7.75599205896 45.824490058, 7.27385094568 45.7769477403, 6.84359297041 45.9911465521, 6.50009972497 46.4296727565, 6.02260949059 46.2729898138, 6.03738895023 46.7257787136, 6.76871382002 47.2877082383, 6.73657107914 47.5418012559, 7.19220218266 47.44976553, 7.46675906742 47.6205819769, 8.31730146651 47.6135798203, 8.52261193201 47.8308275417, 9.59422610845 47.5250580918))"
11491346,"Europe","Belgium","POLYGON ((6.15665815596 50.803721015, 6.04307335778 50.1280516628, 5.7824174333 50.0903278672, 5.67405195478 49.5294835476, 4.79922163252 49.9853730332, 4.28602298343 49.9074966498, 3.58818444176 50.378992418, 3.12325158043 50.7803632676, 2.65842207196 50.7968480495, 2.51357303225 51.1485061713, 3.31497114423 51.3457809515, 3.31501148496 51.3457766247, 3.31497114423 51.3457551133, 4.04707116051 51.2672586127, 4.97399132653 51.4750237087, 5.60697594567 51.037298489, 6.15665815596 50.803721015))"
12075985,"Africa","Chad","POLYGON ((23.83766 19.58047, 23.88689 15.61084, 23.02459 15.68072, 22.56795 14.94429, 22.30351 14.32682, 22.51202 14.09318, 22.18329 13.78648, 22.29658 13.37232, 22.03759 12.95546, 21.93681 12.58818, 22.28801 12.64605, 22.49762 12.26024, 22.50869 11.67936, 22.87622 11.38461, 22.8641654802 11.1423951278, 22.2311291847 10.9718887395, 21.7238216489 10.5670555689, 21.0008683611 9.47598521569, 20.0596854998 9.01270600019, 19.0940080095 9.07484691003, 18.8120097185 8.98291453698, 18.9110217628 8.63089468021, 18.3895548845 8.28130361575, 17.9649296404 7.890914008, 16.7059883969 7.50832754153, 16.4561845232 7.73477366783, 16.2905615577 7.75430735924, 16.1062317237 7.49708791751, 15.2794604835 7.42192454674, 15.4360917497 7.69281240481, 15.1208655128 8.38215017337, 14.9799955583 8.79610423424, 14.544466587 8.96586131432, 13.9542183773 9.54949494063, 14.1714660987 10.0213782821, 14.6272005551 9.92091929772, 14.9093538754 9.99212942142, 15.4678727556 9.9823367375, 14.9235648943 10.8913251815, 14.9601518083 11.5555740422, 14.89336 12.21905, 14.4957873878 12.8593962671, 14.5957812842 13.3304269475, 13.9544767595 13.3534487981, 13.9566988461 13.996691189, 13.5403935076 14.3671336939, 13.97217 15.68437, 15.247731154 16.6273058131, 15.300441115 17.9279499374, 15.6857405941 19.9571800806, 15.9032466977 20.3876189234, 15.4871480649 20.730414537, 15.47106 21.04845, 15.0968876482 21.3085187851, 14.8513 22.86295, 15.86085 23.40972, 19.84926 21.49509, 23.83766 19.58047))"
