time,val,id
2014-11-04 06:30:00,0.073000,0
2014-11-05 00:30:00,0.055000,0
2014-11-05 20:00:00,0.170000,0
2014-11-06 08:15:00,0.072000,0
2014-11-07 12:30:00,0.083000,0
2014-11-07 23:30:00,0.523000,0
2014-11-08 09:45:00,0.135000,0
2014-11-08 14:45:00,0.117000,0
2014-11-08 16:00:00,0.084000,0
2014-11-08 18:00:00,0.514000,0
2014-11-09 05:45:00,0.034000,0
2014-11-09 14:30:00,7.802000,0
2014-11-09 15:00:00,4.133000,0
2014-11-10 16:30:00,0.300000,0
2014-11-10 21:15:00,0.251000,0
2014-11-11 18:15:00,0.180000,0
2014-11-11 19:45:00,1.853000,0
2014-11-12 19:30:00,0.401000,0
2014-11-13 14:30:00,0.109000,0
2014-11-13 20:00:00,0.175000,0
2014-11-14 21:15:00,0.349000,0
2014-11-15 09:15:00,0.058000,0
2014-11-15 11:00:00,0.094000,0
2014-11-15 12:30:00,0.093000,0
2014-11-15 21:30:00,0.977000,0
2014-11-16 05:15:00,0.047000,0
2014-11-16 17:45:00,0.945000,0
2014-11-17 20:00:00,0.705000,0
2014-11-17 22:30:00,0.422000,0
2014-11-19 06:45:00,0.065000,0
2014-11-19 11:00:00,0.215000,0
2014-11-19 11:45:00,0.083000,0
2014-11-21 08:15:00,0.076000,0
2014-11-21 11:15:00,0.014000,0
2014-11-21 12:45:00,0.538000,0
2014-11-21 18:00:00,1.582000,0
2014-11-21 21:00:00,0.450000,0
2014-11-22 21:15:00,0.229000,0
2014-11-23 00:45:00,0.145000,0
2014-11-25 16:45:00,0.892000,0
2014-11-26 12:00:00,0.423000,0
2014-11-27 06:00:00,0.060000,0
2014-11-27 14:15:00,0.436000,0
2014-11-27 20:00:00,0.450000,0
2014-11-27 22:15:00,0.151000,0
2014-11-27 23:00:00,0.678000,0
2014-11-28 05:15:00,0.064000,0
2014-11-28 09:00:00,0.680000,0
2014-11-28 12:00:00,0.210500,0
2014-11-29 03:15:00,0.100000,0
2014-11-29 13:45:00,0.955000,0
2014-11-29 18:30:00,0.485000,0
2014-11-30 02:30:00,0.745000,0
2014-11-30 22:30:00,0.260000,0
2014-12-01 14:15:00,0.950000,0
2014-12-01 15:15:00,0.173000,0
2014-12-01 16:30:00,0.277000,0
2014-12-01 18:30:00,1.054000,0
2014-12-01 20:45:00,0.329000,0
2014-12-05 05:15:00,0.027000,0
2014-12-07 10:15:00,0.048000,0
2014-12-07 11:30:00,0.088000,0
2014-12-08 00:30:00,0.263000,0
2014-12-09 11:00:00,0.180000,0
2014-12-10 00:45:00,0.176000,0
2014-12-10 06:00:00,0.032000,0
2014-12-10 06:30:00,0.256000,0
2014-12-10 10:15:00,0.057000,0
2014-12-10 14:00:00,1.711000,0
2014-12-10 16:30:00,0.039000,0
2014-12-11 08:15:00,0.072000,0
2014-12-11 09:00:00,0.027000,0
2014-12-11 19:15:00,0.540000,0
2014-12-12 06:15:00,0.325000,0
2014-12-13 02:45:00,0.081000,0
2014-12-13 09:15:00,0.979000,0
2014-12-13 23:45:00,0.207000,0
2014-12-14 09:45:00,0.054000,0
2014-12-14 10:15:00,0.180000,0
2014-12-14 14:00:00,1.177000,0
2014-12-15 07:45:00,0.135000,0
2014-12-15 14:30:00,0.056000,0
2014-12-16 11:15:00,0.117000,0
2014-12-17 08:30:00,0.031000,0
2014-12-17 20:15:00,1.432000,0
2014-12-18 05:00:00,0.212000,0
2014-12-18 06:15:00,0.148000,0
2014-12-19 21:00:00,0.303000,0
2014-12-20 01:15:00,0.116000,0
2014-12-20 09:00:00,0.137000,0
2014-12-21 00:15:00,0.202000,0
2014-12-21 00:45:00,0.132000,0
2014-12-21 02:15:00,0.101000,0
2014-12-21 14:15:00,0.510000,0
2014-12-21 22:30:00,0.816000,0
2014-12-22 00:00:00,0.426000,0
2014-12-22 09:45:00,0.080000,0
2014-12-22 19:30:00,0.323000,0
2014-12-23 10:30:00,0.476000,0
2014-12-24 05:00:00,0.079000,0
2014-12-24 14:15:00,0.933000,0
2014-12-24 20:45:00,0.374000,0
2014-12-25 01:45:00,0.185000,0
2014-12-25 14:45:00,0.137000,0
2014-12-25 22:30:00,0.338000,0
2014-12-25 23:00:00,0.087000,0
2014-12-26 02:30:00,0.043000,0
2014-12-27 03:45:00,0.039000,0
2014-12-27 05:00:00,0.043000,0
2014-12-27 07:30:00,0.061000,0
2014-12-27 07:45:00,0.073000,0
2014-12-27 09:45:00,0.069000,0
2014-12-27 17:15:00,0.818000,0
2014-12-28 02:15:00,0.307000,0
2014-12-28 10:45:00,0.155000,0
2014-12-29 14:15:00,2.015000,0
2014-12-29 20:15:00,0.450000,0
2014-12-29 23:30:00,0.671000,0
2014-12-30 05:15:00,0.773000,0
2014-12-30 06:45:00,0.064000,0
2014-12-30 17:00:00,0.603000,0
2014-12-30 22:00:00,0.294000,0
2015-01-01 20:45:00,0.641000,0
2015-01-02 14:45:00,0.211000,0
2015-01-02 16:30:00,0.145000,0
2015-01-02 23:00:00,0.481000,0
2015-01-03 14:45:00,0.086000,0
2015-01-03 19:15:00,0.691000,0
2015-01-03 22:30:00,0.408000,0
2015-01-05 03:30:00,0.054000,0
2015-01-05 08:15:00,0.092000,0
